0.81472,0.45108
0.90579,-0.11197
0.12699,-3.2455
0.91338,1.5578
0.63236,-1.7723
0.09754,-3.2111
0.2785,0.71015
0.54688,-1.4642
0.95751,-2.6795
0.96489,-0.83671
0.15761,-2.4187
0.97059,-0.83053
0.95717,0.024024
0.48538,-0.81933
0.80028,2.5845
0.14189,-2.1864
0.42176,0.39207
0.91574,-0.7938
0.79221,0.36929
0.95949,-1.0058
0.65574,-0.7493
0.035712,-3.2733
0.84913,1.3145
0.93399,-0.18143
0.67874,-1.9542
0.75774,1.804
0.74313,2.1692
0.39223,1.2554
0.65548,-1.6648
0.17119,0.38355
0.70605,-0.66552
0.031833,-4.4578
0.27692,2.5692
0.046171,-5.23
0.097132,-4.8177
0.82346,1.314
0.69483,0.073695
0.3171,2.0131
0.95022,0.72967
0.034446,-3.0697
0.43874,1.1622
0.38156,0.81157
0.76552,1.3012
0.7952,0.97044
0.18687,-0.63275
0.48976,-1.6627
0.44559,0.74401
0.64631,-1.196
0.70936,-0.049851
0.75469,-0.24359
0.27603,0.38078
0.6797,-0.32983
0.6551,-0.83928
0.16261,0.098247
0.119,-1.7079
0.49836,0.22269
0.95974,-0.48144
0.34039,0.97563
0.58527,-2.4086
0.22381,1.306
0.75127,2.9229
0.2551,2.1465
0.50596,-1.5116
0.69908,0.52009
0.8909,-0.21575
0.95929,-1.0811
0.54722,-0.55856
0.13862,-2.4804
0.14929,-1.142
0.25751,2.7917
0.84072,1.3167
0.25428,2.3142
0.81428,-0.52626
0.24352,1.8832
0.92926,2.4025
0.34998,2.2119
0.1966,-1.2604
0.25108,1.2475
0.61604,-1.5907
0.47329,0.010518
0.35166,2.0794
0.83083,1.3141
0.58526,-1.5988
0.54972,-1.7495
0.91719,0.070133
0.28584,2.614
0.7572,-1.1649
0.75373,0.26987
0.38045,1.5791
0.56782,-1.8574
0.075854,-3.1468
0.05395,-3.9841
0.5308,-1.9243
0.77917,0.84377
0.93401,0.20519
0.12991,-2.4405
0.56882,-1.9113
0.46939,-0.21059
0.011902,-5.5494
0.33712,1.481
0.16218,-1.4748
0.79428,-0.0059011
0.31122,2.5184
0.52853,-1.722
0.16565,-0.38868
0.60198,-0.34948
0.26297,1.4728
0.65408,-0.54673
0.68921,0.21291
0.74815,0.32097
0.45054,0.55673
0.083821,-4.5303
0.22898,1.9763
0.91334,-0.25525
0.15238,-2.9559
0.82582,2.1813
0.53834,-1.2002
0.99613,0.22198
0.078176,-3.8506
0.44268,-0.69287
0.10665,-5.5485
0.9619,0.72641
0.0046342,-4.0378
0.77491,0.48691
0.8173,1.2832
0.86869,-0.36475
0.084436,-4.0393
0.39978,2.0439
0.25987,2.1038
0.80007,-0.30178
0.43141,-1.5375
0.91065,0.14082
0.18185,-0.14867
0.2638,2.4673
0.14554,-1.4679
0.13607,-2.8738
0.86929,1.1764
0.5797,-2.3281
0.54986,-2.0737
0.14495,-2.1562
0.85303,-0.15229
0.62206,-1.343
0.35095,0.91319
0.51325,-1.1641
0.40181,0.56842
0.075967,-3.9379
0.23992,0.76979
0.12332,-1.1846
0.18391,0.27159
0.23995,1.2737
0.41727,-0.61212
0.049654,-5.4172
0.90272,-1.0444
0.94479,2.6701
0.49086,0.25792
0.48925,-0.35784
0.33772,0.96168
0.90005,-0.2931
0.36925,1.9895
0.1112,-1.2652
0.78025,-0.80628
0.38974,0.78709
0.24169,1.1803
0.40391,-0.83713
0.096455,-2.3333
0.13197,-2.3768
0.94205,2.0774
0.95613,-0.1243
0.57521,-0.91436
0.05978,-4.8701
0.23478,0.55381
0.35316,0.64992
0.82119,1.2831
0.015403,-2.7769
0.043024,-4.5418
0.16899,-0.37038
0.64912,-1.301
0.73172,0.28885
0.64775,0.20539
0.45092,0.17347
0.54701,-2.1265
0.29632,1.1412
